paper_id,url
1001.1654,www.github.com/b45ch1/algopy
1001.5241,http://arxiv.org/abs/0911.2852
1001.5241,http://github.com/matsen/roguebme
1001.5241,http://mrbayes.csit.fsu.edu/mb3.1_manual.pdf.%29
1001.5241,http://www.math.tu-berlin.de/~jensen/software/gfan/gfan.html
1005.4552,http://afp.sourceforge.net/
1005.4552,http://c2.com/cgi/wiki?WikiWikiWeb
1005.4552,http://git-scm.com/
1005.4552,http://git.wiki.kernel.org/index.php/InterfacesFrontendsAndTools
1005.4552,http://github.com
1005.4552,http://github.com/JUrban/mwiki
1005.4552,http://mathoverflow.net/
1005.4552,http://mathworld.wolfram.com/
1005.4552,http://mizar.org
1005.4552,http://mizar.org/library/
1005.4552,http://mws.cs.ru.nl/mwiki
1005.4552,http://planetmath.org/
1005.4552,http://polymathprojects.org/
1005.4552,http://www.proofwiki.org/wiki/Main_Page
1005.4552,http://www.qpq.org
1005.4552,http://www.vdash.org/intro/
1005.4552,www.springerlink.com
1005.4592,http://github.com/JUrban/ MPTP2/raw/master/MizAR/cgi-bin/bin/mizp.pl
1005.4592,http://mizar.uwb.edu.pl/JFM/Vol1/ordinal1.html
1005.4592,http://mws.cs.ru.nl/~mptp/MizAR.html
1005.4592,http://mws.cs.ru.nl/~mptp/cgi-bin/MizAR.cgi?ProblemSource=URL&FormulaURL=http://mws.cs.ru.nl/~mptp/mml/mml/card_1.miz&Name=Test1
1005.4592,http://mws.cs.ru.nl/~mptp/mml/mml
1005.4592,http://mws.cs.ru.nl/~mptp/mml/mml/card_1.miz
1005.4592,http://mws.cs.ru.nl/~mptp/mml/mml/fdiff_1.miz
1005.4592,http://mws.cs.ru.nl/~mptp/mml/mml/fdiff_2.miz
1005.4592,http://www.tptp.org/cgi-bin/SystemOnTPTP
1005.4592,www.springerlink.com
1007.3581,http://vizier.u-strasbg.fr/
1007.3581,http://www.astro.phys.ethz.ch/kramer/
1011.3595,http:// fortytwo.net/research/rdfstream
1011.3595,http://arc.semsol.org/docs/v2/sparql+
1011.3595,http://code.google.com/p/pubsubhubbub/
1011.3595,http://danbri.org/words/2008/02/11/278
1011.3595,http://dev.twitter.com/pages/streaming_api
1011.3595,http://dsnotify.org/
1011.3595,http://esw.w3.org/SparqlUpdateLanguage
1011.3595,http://esw.w3.org/SweoIG/TaskForces/CommunityProjects/LinkingOpenData
