paper_id,url
1001.1654,www.github.com/b45ch1/algopy
1001.5241,http://arxiv.org/abs/0911.2852
1001.5241,http://github.com/matsen/roguebme
1001.5241,http://www
1005.4552,http://git.wiki.kernel.org/index.php/InterfacesFrontendsAndTools
1005.4552,http://github.com
1005.4552,http://github.com/JUrban/mwiki
1005.4552,http://mizar.org
1005.4552,http://mws.cs.ru.nl/mwiki
1005.4552,www.springerlink.com
1005.4592,http://mizar.uwb.edu.pl/JFM/Vol1/ordinal1.html
1005.4592,http://mws.cs.ru.nl/~mptp/MizAR.html
1005.4592,http://mws.cs.ru.nl/~mptp/mml/html/
1005.4592,http://mws.cs.ru.nl/~mptp/mml/mml
1005.4592,http://mws.cs.ru.nl/~mptp/mml/mml/card_1.miz
1005.4592,http://mws.cs.ru.nl/~mptp/mml/mml/fdiff_1.miz
1005.4592,http://mws.cs.ru.nl/~mptp/mml/mml/fdiff_2.miz
1005.4592,http://www.tptp.org/cgi-bin/SystemOnTPTP
1005.4592,www.springerlink.com
1007.3581,http://roban.github.com/CosmoloPy/
1007.3581,http://roban.github.com/EnrichPy/
1007.3581,http://vizier.u-strasbg.fr
1007.3581,http://www.astro.phys.ethz.ch/kramer/
1011.3595,http://arc.semsol.org/docs/v2/sparql+
1011.3595,http://code.google.com/p/pubsubhubbub/
1011.3595,http://danbri.org/words/2008/02/11/278
1011.3595,http://dev.twitter.com/pages/streaming_api
1011.3595,http://dsnotify.org/
1011.3595,http://esw.w3.org/SparqlUpdateLanguage
1011.3595,http://n2.talis.com/wiki/Changesets
1011.3595,http://swat.cse.lehigh.edu/projects/lubm/
1011.3595,http://triplify.org/vocabulary/update
1011.3595,http://twitlogic.fortytwo.net
1011.3595,http://vocab.org/changeset/schema.html
1011.3595,http://webr3.org/specs/guo/
1011.3595,http://websub.org/wiki/GRUF
1011.3595,http://www.edutella.org/edutella.shtml
1011.3595,http://www.franz.com/
1011.3595,http://www.guha.com/rdfdb/query.html#
1011.3595,http://www.w3.org/DesignIssues/Notation3
1011.3595,http://www.w3.org/TR/sparql11-update/
1011.6223,http://caml.inria.fr/
1011.6223,http://caml.inria.fr/mantis/view.php?id=5180
1011.6223,http://developer.amd.com/documentation/guides/Pages/default.aspx
1011.6223,http://sites.google.com/site/io/dalvik-vm-internals/
1011.6223,http://www.ecma-international.org/publications/standards/Ecma-335.htm
1011.6223,http://www.gnu.org/software/lightning/
