paper_id,url
1001.1654,www.github.com/b45ch1/algopy
1001.5241,http://arxiv.org/abs/0911.2852
1001.5241,http://github.com/matsen/roguebme
1001.5241,http://mrbayes.csit.fsu.edu/mb3.1_manual.pdf
1001.5241,http://www.math.tu-berlin.de/~jensen/software/gfan/gfan.html
1005.4552,http://afp.sourceforge.net/
1005.4552,http://c2.com/cgi/wiki?WikiWikiWeb
1005.4552,http://git-scm.com/
1005.4552,http://git.wiki.kernel.org/index.php/InterfacesFrontendsAndTools
1005.4552,http://github.com
1005.4552,http://mathoverflow.net/
1005.4552,http://mathworld.wolfram.com/
1005.4552,http://mizar.org
1005.4552,http://mizar.org/library/
1005.4552,http://mws.cs.ru.nl/mwiki
1005.4552,http://planetmath.org/
1005.4552,http://polymathprojects.org/
1005.4552,http://www.proofwiki.org/wiki/Main_Page
1005.4552,http://www.qpq.org
1005.4552,http://www.vdash.org/intro/
1005.4592,http://github.com/JUrban/
1005.4592,http://mizar.uwb.edu.pl/JFM/Vol1/ordinal1.html
1005.4592,http://mws.cs.ru.nl/
1005.4592,http://www.tptp.org/cgi-bin/SystemOnTPTP
1007.3581,http://vizier.u-strasbg.fr
1011.3595,http://arc.semsol.org/docs/v2/sparql+
1011.3595,http://dev.twitter.com/pages/streaming_api
1011.3595,http://esw.w3.org/SparqlUpdateLanguage
1011.3595,http://n2.talis.com/wiki/Changesets
1011.3595,http://swat.cse.lehigh.edu/projects/lubm/35http://www.franz.com/
1011.3595,http://twitlogic.fortytwo.net
1011.3595,http://vocab.org/changeset/schema.html
1011.3595,http://webr3.org/specs/guo/
1011.3595,http://websub.org/wiki/GRUF
1011.3595,http://www.w3.org/Submission/2008/04
1011.3595,http://www.w3.org/TR/sparql11-update/
1011.6223,http://caml.inria.fr/
1011.6223,http://caml.inria.fr/caml-light/
1011.6223,http://caml.inria.fr/mantis/view.php?id=5180
1011.6223,http://caml.inria.fr/ocaml/
1011.6223,http://developer.amd.com/documentation/guides/Pages/default.aspx
1011.6223,http://www.ecma-international.org/publications/standards/Ecma-335.htm
1011.6223,http://www.gnu.org/software/lightning/
1011.6223,http://www.intel.com/products/processor/manuals/
1011.6223,http://www.metaocaml.org/
1011.6223,http://www.parrot.org
1011.6223,http://www.sco.com/developers/devspecs/
1011.6223,https://github.com/bmeurer/camljit2/
1011.6363,http://bwrc.eecs.berkeley.edu/Classes/IcBook/SPICE/
